stype,name,type,nstud,startsem,semester,tuition,room,board,fees,aid,fracresidential,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12
cohort,MSA 202430,MSA,47,202430,202430,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202440,MSA,10,202440,202440,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202530,MSA,47,202530,202530,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202540,MSA,10,202540,202540,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202630,MSA,47,202630,202630,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202640,MSA,10,202640,202640,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202730,MSA,47,202730,202730,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
cohort,MSA 202740,MSA,10,202740,202740,1306.00,0.00,0.00,150.00,0.00,0,0.72,0.1,0,0,0,0,0,0,0,0,0
comment,projected MBA cohorts,,,,,,,,,,,,,,,,,,,,,
cohort,MBA 202240,MBA,10,202240,202240,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202330,MBA,60,202330,202330,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202340,MBA,10,202340,202340,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202430,MBA,60,202430,202430,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202440,MBA,10,202440,202440,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202530,MBA,60,202530,202530,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202540,MBA,10,202540,202540,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202630,MBA,60,202630,202630,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202640,MBA,10,202640,202640,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202730,MBA,60,202730,202730,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
cohort,MBA 202740,MBA,10,202740,202740,900.00,0.00,0.00,150.00,0.00,0,0.77,0.25,0.1,0,0,0,0,0,0,0,0
